"user_id","game_name","language","age","has_older_device_model","payment_month","total_revenue","new_mrr","new_paid_users","churn_month","churned_revenue","churned_users","back_from_churn_mrr","back_from_churn_users","expansion_mrr","contraction_mrr"
ZmjMhgyYl6o8iFq964FEWg==,game 3,ru,17,false,2022-05-01,27.0,0,0,,0,0,0,0,0,-29.70
eCd4MBHIR4qUWapg05TFLQ==,game 3,ru,18,false,2022-05-01,14.55,0,0,,0,0,0,0,0,-8.49
GOl6BQXsy0zvbvIWIoKEQw==,game 3,ru,18,false,2022-05-01,64.65,64.65,1,2022-06-01,64.65,1,0,0,0,0
lGI5+OCzV6nnDMpyZWtZAg==,game 3,ru,18,false,2022-05-01,17.25,17.25,1,2022-06-01,17.25,1,0,0,0,0
K/6KHxREKTlFZXRfBNVNuQ==,game 3,ru,19,false,2022-05-01,13.26,0,0,,0,0,0,0,0,-28.20
qqYyR2vRI+7pgiuyTnVM+A==,game 3,ru,19,false,2022-05-01,40.17,40.17,1,,0,0,0,0,0,0
"2FYEYdoJMUOtbJ6TruruWA==",game 3,ru,20,false,2022-05-01,30.33,0,0,,0,0,0,0,0,-26.52
"4btLP2zvi8eBV0t08fdkKQ==",game 3,ru,20,false,2022-05-01,91.68,0,0,,0,0,0,0,0,-34.29
aQDvOXzsDAJWi3Y47ptRPg==,game 3,ru,20,false,2022-05-01,39.30,0,0,,0,0,0,0,24.09,0
nklUUkirU5GYU5ZtNOgx8w==,game 3,ru,20,true,2022-05-01,40.62,0,0,2022-06-01,40.62,1,0,0,21.51,0
TWDA+aUZ8OPMHOtz5cPPXA==,game 3,ru,20,false,2022-05-01,27.42,0,0,,0,0,0,0,0,-35.16
wjWDL/+l9D+LVt/9gNMH5Q==,game 3,ru,20,false,2022-05-01,12.12,12.12,1,,0,0,0,0,0,0
gPRMy8HkmaiyX+13OxuP/A==,game 3,ru,21,false,2022-05-01,22.17,0,0,,0,0,0,0,0,-33.69
xnLJlU804PSS9tXKmm7gZQ==,game 3,ru,21,true,2022-05-01,96.06,0,0,,0,0,0,0,69.45,0
"75lEf3nSWLSf6GncqhR9gQ==",game 3,ru,22,false,2022-05-01,58.26,0,0,,0,0,0,0,0,-7.71
"7SeM1pmnTTTXfhI+x3ldng==",game 3,ru,22,false,2022-05-01,62.61,0,0,2022-06-01,62.61,1,0,0,0,-43.35
"7EPlnA7OQ9MhMx+od6FA9g==",game 3,ru,23,false,2022-05-01,51.18,0,0,,0,0,0,0,0,-62.97
DorDcyqBWMg5IEaflqn5Xw==,game 3,ru,23,false,2022-05-01,37.62,0,0,,0,0,0,0,0,-12.54
"9IWUQ1iWPfYSSN2tWuVqMQ==",game 3,ru,24,false,2022-05-01,12.48,12.48,1,,0,0,0,0,0,0
AN9at3LlvDamqXq8dvHD4w==,game 3,ru,24,false,2022-05-01,66.57,0,0,,0,0,0,0,2.07,0
Hamw6F2EZmJfI2glmE2NEg==,game 3,ru,24,true,2022-05-01,15.6,0,0,,0,0,0,0,0,-26.64
pz7LUOs9i7xgncmHVxQvOw==,game 3,ru,24,false,2022-05-01,39.6,0,0,,0,0,0,0,20.1,0
V7J42heW8l19wiBJ8UpRyw==,game 3,ru,25,false,2022-05-01,42.72,0,0,,0,0,0,0,5.88,0
"3rCdNEPkh3vwmYB0BVadEw==",game 3,ru,27,false,2022-05-01,22.86,22.86,1,2022-06-01,22.86,1,0,0,0,0
Grpkzd4XIHh+ZbTMNxnUGg==,game 3,ru,30,false,2022-05-01,41.88,0,0,,0,0,0,0,6.33,0
FLqAK4qKiMkvlLBgGwbBnQ==,game 3,ru,31,false,2022-05-01,24.36,24.36,1,2022-06-01,24.36,1,0,0,0,0
"7GE5h/3N3lcro3K9T3aujw==",game 3,ru,32,false,2022-05-01,118.95,0,0,,0,0,0,0,60.75,0
"06RPvlsFPCmM9ag+iSM/Ag==",game 3,ru,34,false,2022-05-01,28.32,0,0,,0,0,0,0,16.29,0
Fx9+2aYPOHAS3fdXpLQ9Pg==,game 3,ru,35,false,2022-05-01,31.56,0,0,2022-06-01,31.56,1,31.56,1,0,0
BTD3ZjLKfkT6ZRBT9zRwtg==,game 3,uk,14,true,2022-05-01,65.73,65.73,1,,0,0,0,0,0,0
GEAVJz1gd3SThbDZR01fcA==,game 3,uk,14,false,2022-05-01,48.30,0,0,,0,0,0,0,0,-39.06
prNQwR2IPPsvGpFgOpcGaQ==,game 3,uk,14,false,2022-05-01,95.52,0,0,2022-06-01,95.52,1,95.52,1,0,0
b3TBQFxyCxxypmPajF+jXw==,game 3,uk,15,true,2022-05-01,28.68,0,0,,0,0,0,0,13.86,0
HxWcXHURvvtOJkrXAcDxQg==,game 3,uk,15,false,2022-05-01,122.94,0,0,,0,0,0,0,40.41,0
Y/nf8iBu/UCaNAuIRRjVwA==,game 3,uk,15,false,2022-05-01,15.33,0,0,,0,0,0,0,0,-5.10
crKNTIblJ0113SKEtSJQHw==,game 3,uk,16,false,2022-05-01,93.99,93.99,1,,0,0,0,0,0,0
dpfu6t8G4blqMn55KM8bSg==,game 3,uk,16,false,2022-05-01,33.15,0,0,,0,0,0,0,0.12,0
Ghk2iJmzSUW4qLsmJgwOcw==,game 3,uk,16,false,2022-05-01,67.29,0,0,,0,0,0,0,0,-61.11
UNcp1RmIObUiGNqLDHjNVw==,game 3,uk,16,false,2022-05-01,28.35,28.35,1,2022-06-01,28.35,1,0,0,0,0
W6fRYNhsTNHQkvkoFEUaVQ==,game 3,uk,16,false,2022-05-01,95.91,0,0,,0,0,0,0,38.19,0
"7ew71UmoMb73L41PM/YL/w==",game 3,uk,17,false,2022-05-01,32.10,32.10,1,,0,0,0,0,0,0
Bcs3CbYx2EpbL9otxlEUmg==,game 3,uk,18,true,2022-05-01,30.72,0,0,,0,0,30.72,1,0,0
J6WNl39fdxaY8ZtvV8wNkw==,game 3,uk,18,true,2022-05-01,24.99,0,0,,0,0,0,0,6.57,0
"6We7zBO7mVbNxGEl/xPKVg==",game 3,uk,19,false,2022-05-01,22.74,22.74,1,,0,0,0,0,0,0
hRkRI5YBVIH6bbqIDTbung==,game 3,uk,19,false,2022-05-01,16.44,0,0,2022-06-01,16.44,1,0,0,0,-50.82
IdKyooyTjAbvCA7p+ujKCw==,game 3,uk,19,false,2022-05-01,153.54,153.54,1,,0,0,0,0,0,0
"4b7l8C489HEJirtoe7xtFg==",game 3,uk,20,true,2022-05-01,26.40,0,0,,0,0,0,0,11.46,0
"787jk0VnxM8/sv/0TkvO6A==",game 3,uk,20,false,2022-05-01,36.75,0,0,,0,0,0,0,0,-16.74
HJccOn6v5KHqBa8wRu42oQ==,game 3,uk,20,false,2022-05-01,18.84,0,0,2022-06-01,18.84,1,18.84,1,0,0
jVhb69DTRT5TSWYEiUrlbg==,game 3,uk,20,false,2022-05-01,54.27,0,0,,0,0,0,0,0,-4.17
lCD23Awt3KotauWenCRr5w==,game 3,uk,20,false,2022-05-01,90.75,0,0,2022-06-01,90.75,1,0,0,42.81,0
qEF/fPDQLJPXIx6RiSIP1A==,game 3,uk,20,false,2022-05-01,21.84,21.84,1,,0,0,0,0,0,0
xiXTXOEbWU+HnGOUmgc9/w==,game 3,uk,20,false,2022-05-01,73.29,0,0,,0,0,0,0,0,-26.55
"3Whh6FLR1MSfsuHKVdCEYQ==",game 3,uk,21,true,2022-05-01,12.36,0,0,,0,0,0,0,0,-47.31
B8zuTsAC2iJ98u2nlv/fUw==,game 3,uk,21,true,2022-05-01,39.96,39.96,1,2022-06-01,39.96,1,0,0,0,0
Dbff3x5cRk6/tUY3WQdzFQ==,game 3,uk,21,false,2022-05-01,31.2,0,0,,0,0,0,0,0,-29.37
er3/fOrRpmyqiRaC0CaFcg==,game 3,uk,21,false,2022-05-01,47.22,47.22,1,,0,0,0,0,0,0
Fqu+/F0rn1G4YP3f3yHA1Q==,game 3,uk,21,false,2022-05-01,20.73,0,0,2022-06-01,20.73,1,0,0,0,-5.55
q/Tz1C31XWaBUDrRn2ezDw==,game 3,uk,21,false,2022-05-01,17.64,17.64,1,,0,0,0,0,0,0
o55dseByUOl9s5IQCz1kuQ==,game 3,uk,22,false,2022-05-01,16.44,0,0,,0,0,0,0,0,-70.44
pLOCMIX+imLIzoDehgdOPA==,game 3,uk,22,false,2022-05-01,68.16,68.16,1,,0,0,0,0,0,0
ShEJVi+TtuQlvdw2uetd/Q==,game 3,uk,22,false,2022-05-01,27.87,0,0,,0,0,0,0,0,-104.10
xVwGwMaEG1yZydv5VIfEQA==,game 3,uk,22,false,2022-05-01,17.4,17.4,1,2022-06-01,17.4,1,0,0,0,0
ZxxZ87IcpgSh4lQ/VSIjnA==,game 3,uk,22,false,2022-05-01,38.76,0,0,,0,0,0,0,0,-3.42
"2Tm77AxZ7h7oCNKgCgMpnQ==",game 3,uk,23,false,2022-05-01,72.06,0,0,,0,0,0,0,17.10,0
DqezK7HAqZ+GovyRuzxD1A==,game 3,uk,23,false,2022-05-01,72.15,0,0,,0,0,0,0,0,-11.04
Wua5DlzLb2yNeSrcG9Xi3g==,game 3,uk,23,false,2022-05-01,68.73,0,0,2022-06-01,68.73,1,0,0,8.88,0
"72brUr/DKItStlTen5pHYg==",game 3,uk,24,false,2022-05-01,19.92,0,0,,0,0,19.92,1,0,0
nPrRQwP3UZo2KBlM2mJ8fg==,game 3,uk,24,false,2022-05-01,70.08,0,0,,0,0,0,0,38.40,0
WDsSR+yQGqoMMBfCxqkZlw==,game 3,uk,24,false,2022-05-01,49.05,49.05,1,,0,0,0,0,0,0
zSepnWFgLH0tQb1s4mxKZQ==,game 3,uk,24,false,2022-05-01,16.05,0,0,,0,0,0,0,0,-55.47
ilnMSoPJHAYMegDX02XG+w==,game 3,uk,25,false,2022-05-01,64.86,0,0,2022-06-01,64.86,1,0,0,10.83,0
Jp0hnV9XOJGVV5jpFhlqgQ==,game 3,uk,25,false,2022-05-01,18.06,0,0,,0,0,0,0,0,-38.10
orbgZNBGuhZZx63HTAbyIw==,game 3,uk,25,false,2022-05-01,155.97,0,0,,0,0,0,0,93.84,0
Wi8qtp9drPDZD0laCPi2Ng==,game 3,uk,26,false,2022-05-01,12.99,12.99,1,,0,0,0,0,0,0
"4oH5e29koOH9zNYW8Kwcsg==",game 3,uk,28,false,2022-05-01,12.99,12.99,1,2022-06-01,12.99,1,0,0,0,0
RQBsCvxlogTNUidSygqgcQ==,game 3,uk,28,false,2022-05-01,12.18,12.18,1,,0,0,0,0,0,0
BDvlXttM/hbupcLic+5ZWg==,game 3,uk,29,false,2022-05-01,12.93,12.93,1,,0,0,0,0,0,0
lP6BWSFF4OZeWp0jrAHY9g==,game 3,uk,29,false,2022-05-01,13.2,13.2,1,2022-06-01,13.2,1,0,0,0,0
S+4OKFlwA3L8VcjOt8TurA==,game 3,uk,29,false,2022-05-01,15.24,15.24,1,,0,0,0,0,0,0
"8TTRdxncZg7Nl0tvfwsZng==",game 3,uk,30,false,2022-05-01,14.25,14.25,1,2022-06-01,14.25,1,0,0,0,0
